,tweet,existence,existence.confidence
2587,earth climat chang supercomput earth crunch,Yes,1.0
6012,global warm debat discourag consid human intellig nutcas remain unpersuad logic evid,No,0.7125
5818,global warm money,No,0.6688
3488,global warm denier climat chang caus increas global necessarili local temp larger storm,Yes,1.0
1603,renew energi possibl solut global warm milton takei univers alumnu deal,Yes,1.0
2758,feder climat chang agenc propos retwt,Neutral,0.6563
2221,charter assembl social movement global peopl confer climat chang ujymj,Neutral,0.7033
4881,revenu neutral climat chang legisl,Yes,0.6521
6022,reduc carbon climat chang grant happen tinyurl,Yes,1.0
6024,obama push develop countri global warm pressur sydney presid barack obama,Neutral,0.6693
3123,foundri blizzard proof global warm alkbn,Yes,0.7357
3593,month global warm mean snowpocalyps,Neutral,0.6605
2527,senat prepar compromis climat chang,Neutral,1.0
1366,climat chang endang place newsweek ivsbt,Yes,1.0
1812,simpl shop groov tungsten onlin climat chang clinic trial collagen,Neutral,0.7092
5076,recogn climat chang materi busi,Neutral,1.0
964,adventur epistem open levin manzi global warm fanci phrase epistem closur,Neutral,1.0
996,laist protest valero initi would chang california landmark climat,Neutral,0.6
1351,ecoton climat chang popul perspect citi environ,Yes,0.5318
6035,post public willing prevent climat chang,Yes,0.6805
3679,global warm kinda blizzardi,No,0.708
200,deni hay founder earth compar global climat chang irish famin irishcentr weather polit,Yes,0.6359
1788,check video busi climat chang confer youtu wyuljgqq transit,Neutral,0.6485
5862,thaw global warm caus uncov buri lovecraftian induc mad,Yes,0.6535
2677,promot north american climat chang climatechang nafta,Yes,0.6908
592,mazmanian money need adapt climat chang state press social justic issu keston,Yes,0.6058
5350,climat chang hang thread retwt,Neutral,1.0
4899,wildlif servic imperil climat chang,Yes,0.6628
127,global warm kill forest colorado,Yes,1.0
1896,hedg climat chang weather product,Yes,1.0
3264,snowstorm global warm make blizzard wors afrapn,Yes,1.0
2056,global warm measur account miss,No,0.6519
4288,environment econom climat chang skeptic first blurb globe,Neutral,1.0
1956,watch cite media research center studi global warm coverag bpgjt,Neutral,1.0
3097,snomg climat chang stori weather where whiner,No,1.0
1364,green internet comput fight climat chang internet softwar comput exozj,Yes,1.0
1971,climat place senat disput washington await climat chang legisl oohja xbzik,Neutral,1.0
5729,scientist politician indigen grassroot group countri climat chang,Neutral,0.6359
2685,global warm coloradoan oceanfront properti without move,No,1.0
5481,climat chang green energi talk earth event apjuo,Yes,0.6315
4134,realli websit confus climat chang there cefqof,Neutral,1.0
1118,beauti weather morn thank climat chang,Neutral,0.3346
1093,plant effect tackl global warm washington plant leav account oohja,Yes,1.0
2619,after uganda river expedit europ climat chang link volcano,Yes,1.0
1305,cloud europ crazi global warm volcano activ get crazi,Yes,0.7425
5469,world peopl confer climat chang right mother earth photograph retwt,Neutral,0.6737
3748,attend excel board meet great polici present challeng global warm front,Yes,1.0
3906,pretti former senat warner climat chang secur issu,Yes,0.6922
2811,palin liken global warm studi snake bvfjk climat,No,0.6825
4151,technolog mechan climat chang still stuck,Neutral,1.0
5807,make climat chang,Neutral,1.0
2586,psycholog profil global warm climat chang bnzfzj,Neutral,1.0
3127,tri point global warm,Yes,0.6894
6015,climat scientist under exagger global warm,No,0.3622
741,cnnbrk graham talk climat chang limbo,Neutral,1.0
2782,human ground whenev make public statement global warm week winter,No,0.6851
5723,beaherotoday obes peopl realli caus global warm otago daili time recent articl,Neutral,1.0
5371,memeorandum climat chang legisl unlik sourc retwt,Neutral,0.6887
4318,administr propos agenc studi climat chang,Yes,0.6687
1064,wisconsin scale global warm unveil altern,Neutral,1.0
3010,climat chang sceptic retwt,Neutral,0.6681
3526,bust rajendra pachauri climat chang panel clock million mile travel,No,0.6527
4821,foxnew koprowski seek expert increas feder spend global warm research,Neutral,1.0
3299,grant enabl clarkson nyserda improv climat chang educ state,Yes,0.8351
5561,climat chang report deliber malpractic univers anglia,Neutral,1.0
5013,album root global warm youtub watch yipkauoi,Neutral,1.0
1843,drill climat chang,Neutral,0.6687
3742,cours think agre priu disast prove global warm exist,No,0.6655
5792,global warm anoth instead imagin wheel fall global dypnlk,No,1.0
5955,global warm exactli could anyway ocregist global warm,No,0.6371
1651,confirm global warm settl sussman mybookstop,No,0.9344
4229,foxnew tree faster becaus global warm forest could grow faster,Yes,0.6794
1397,action protect wildlif habitat climat chang ogdyi climatechang sierraclub saveterra,Yes,1.0
1772,tout global warm depart littl arkansa lawmak author legisl creat oohja xbtmv,Neutral,0.7057
70,nasa chang fact guess thought wouldnt notic global warm climat chang,Neutral,0.3467
3751,settl global warm scienc sloppi dutch accord report publish auhpir,No,1.0
1409,climat chang allergi get wors dzykhk,Yes,1.0
1484,issu report climat chang indic warm measur effect across ecosystem,Yes,0.9298
3999,blizzard rearrang climat chang announc,Neutral,0.6584
1914,religi climat chang yolon,Yes,0.4683
4074,magazin problem truth global warm global warm cvqlup,No,0.6642
2607,carbon diari labour front climat chang cktpmd,Yes,0.6906
4390,global warm hysteria xfjut,No,0.6591
1462,fight climat chang front climatechang saveterra,Yes,0.6844
3126,actress orianka kilcher climat chang activ public figur celebr respons,Yes,1.0
2757,carbon environment footprint calcul teach climat chang polici retwt,Yes,1.0
6087,global warm parodi enjoy bbgwhc,No,0.6411
3816,govern find climat chang wwfu climat,Yes,0.6402
1044,climat chang initi,Neutral,1.0
1388,govern claim global warm caus cancer cbpjhu,Yes,1.0
3660,practic climat chang denier froth mouth snowstorm confus weather climat,Yes,0.6377
2722,think agre statement global warm teaparti,No,0.7021
4062,nation preach global warm happen,Yes,0.6999
2442,leav washington canada yahoo partner prolifer climat chang aqrdbr,Neutral,0.6822
471,namibia activ climat chang,Yes,0.7871
238,boil point contain spill climat chang indian subcontin,Yes,0.5362
2201,global warm caus volcano video scienc,Yes,0.6537
1381,demand congress action climat chang petit,Yes,1.0
3722,realli earth magnet field solar activ factor climat chang model mydadisascienceprofessor,No,0.6801
1297,brief global cool volcano wonder stratospher improv global warm,Yes,0.6561
5379,cover volcano answer climat chang question latim retwt,Yes,1.0
5429,moral open climat chang confer tiquipaya retwt,Neutral,1.0
4031,great global warm collaps warmer algor,No,0.4818
4950,address global warm retrain worker green blcqdu,Yes,1.0
2308,clegg slap cameron club around climat chang denier leadersdeb,Yes,0.4644
2612,climat lesson gather clue climat chang lie gather scottish archiv,Yes,0.6585
5660,serious though conserv becom go destroy environ global warm,Yes,0.6782
69,heard least person connect volcano global warm,Yes,0.5978
1096,climat chang sustain driver futur econom develop listen uytgl,Yes,1.0
2853,obama start agenc climat chang,Neutral,0.3511
1516,distanc journey fashion global warm caus evolutionari chang migrat sourc,Yes,1.0
476,militari gener admir climat chang threaten,Neutral,0.7739
2357,cochabamba water climat chang,Yes,0.7083
2192,articl though think statist global warm actual weakest,No,0.4793
1491,husin want effect global warm malaysia,Yes,0.6502
1263,buy carbon offset guilt global warm necir csmonitor carbonoffset,Yes,1.0
2155,climat chang advanc gender equal advanc social dimens unfcc talk accord traci raczek,Neutral,0.3607
5008,olymp organ desper climat chang aczseo break,Yes,0.6533
2656,press releas unfccc receiv govern climat pledg follow conclus climat chang,Yes,0.6884
2118,decock secret address climat chang lucki outdat,Neutral,0.6482
3292,editori senat offer legisl combat climat chang cejapa clear,Yes,1.0
4627,romantic undon invas speci global warm take plant thoreau walden,Yes,0.6449
1852,climat chang polici updat april tinyurl,Neutral,0.7343
2569,place befor disappear europ global warm predict prove clthd,Yes,1.0
5794,declin global warm video creator backlash effort cleanup climateg indiscret,Neutral,0.7138
3901,global warm confer coincid snowcopalyps,Neutral,0.6757
864,global warm clearli,Yes,0.7898
1077,april shower right feel winter global warm,Yes,0.6034
6072,confer scientist challeng global warm,Neutral,0.6877
1576,cleaner could speed global warm pollut,Yes,1.0
5663,trust scientist global warm didnt pluto wasnt fuck planet,No,1.0
1454,fight climat chang front climatechang saveterra,Yes,1.0
4209,palin dismiss climat chang snake scienc pqpbu,No,0.7063
415,alexi believ put price global warm pollut develop altern technolog ilsen,Yes,0.6058
4265,question becom question anyth global warm obama polici media distort truth,Neutral,0.6809999999999999
5317,climat chang russia weatherman winter draw close siberia coldest record,Yes,0.6377
3105,ad patrick parenteau vermont school webinar disclos climat chang busi impact,Yes,1.0
4813,queen colleg geologist journey antarctica studi global warm tinyurl ygebryj,Yes,1.0
4590,gayandright global warm kill livestock mongolia group describ pile anim ddmoy,Yes,1.0
3340,climat chang acidif threaten type coral bxftxz,Yes,0.6637
1897,list call global warm fraud douchebag dilusion,Neutral,0.3628
371,dhabi face climat chang flood threat expert cultur societi arabia,Yes,1.0
2423,hisak region climat chang spring pleas woyqo,Neutral,0.674
2012,global warm like jason stein patrick marley journal sentinel madison swlpf,Neutral,1.0
34,truli artist award decad global warm energi credit worth close billion,Neutral,
4381,global warm skeptic aeawkv becaus global warm skeptic alaska,No,1.0
762,survey find doesn about climat chang survey conduct find citi,Neutral,0.6818
5182,climat chang indigen peopl robbi romero,Yes,1.0
1774,climat drop monday await senat climat chang broker senat dbbdtb,Neutral,1.0
2039,global warm scienc global warm summari summari updat simplifi nutshel,Yes,0.6563
1744,graham climat chang limbo climat chang schedul unveil,Neutral,0.6933
5392,third farmer climat chang farmer weekli retwt,Yes,0.7024
638,coast spill better climat chang legisl momentum bigger tragedi awar,Yes,0.8141
3065,climat chang cost distribut benefit,Yes,1.0
3894,global warm bust presid tinyurl,No,1.0
5732,rupert murdoch fact straight climat chang biuhb foxnew globalwarm saveterra,Yes,0.6501
5450,global warm climat scientist investig,Yes,0.6717
830,global warm decid discuss structur discuss three stage global,Neutral,0.8237
4603,supposedli global warm intensifi winter weather chicago earthquak someth go,Yes,1.0
3710,great global warm collaps velfd,No,1.0
2963,climat chang sceptic world time india retwt,Neutral,0.6572
3207,altern futur warm world potenti human respons climat chang integr futur,Yes,1.0
797,maria rodal climat chang exist matter amaz realli differ view,Neutral,0.5959
1591,coalit tire wait fight climat chang ground level zcerl,Yes,1.0
971,climat place senat disput washington await climat chang legisl,Neutral,0.5961
5878,warm global warm kiddo florida think newyork wait,Yes,1.0
3600,itali figur dull battl climat fight climat chang,Yes,1.0
5111,enviro tradit indigen knowledg global warm stephen leahi,Yes,0.6723
670,voic fraud global warm michael traci sinc earli public school syst,No,1.0
3452,david right global warm polici despit logic blsii,Yes,0.4972
2603,scienc nonsens greed global warm climat chang,No,0.6971
4445,varanasi hold ritual prevent global warm slezl,Yes,0.6673
1179,africa meteorolog servic climat chang contin vulner climat tinyurl africa,Neutral,0.6588
1111,climat chang forest absorb carbon activist,Yes,1.0
5415,citizen jesu climat chang journey evangel leader,Neutral,0.6686
4609,someon global warm snowdrift,Yes,1.0
5704,finish watch global warm propaganda thebegin still suck broken thumb,No,0.6437
5572,releas standard guid financi disclosur attribut climat chang tinyurl dlwjm,Neutral,0.6732
95,plant effect tackl global warm washington plant leav account,Yes,0.7925
5316,obama polit push immigr reform sidelin climat chang,Neutral,0.6485
5460,capit climat chang arzosj,Neutral,0.5725
74,global warm heart earth thousand perhap million consciou action,Neutral,0.6439
277,ellen hart hart address climat chang win sustain heart,Yes,0.7923
3491,reduc greenhous emiss caus global warm until unemploy drop below specifi level,Yes,0.6528
2893,versu abbott climat chang differ crikey retwt,Yes,0.6602
973,indigen peopl includ climat chang polici,Neutral,0.6017
2671,bolivian presid blame capit global warm ceremoni sound welcom deleg cochabamba oohja xbifb,Yes,0.7058
